CustomerID,ProductID,RegionID,PurchaseDate,StockDate,CostPrice,PurchasePrice,QuantityPurchased
4,10,6,09/03/2178,10/01/1990,9.6314,9.5532,5
5,11,7,10/03/2178,11/01/1990,10.0071,10.5532,1
6,12,8,11/03/2178,12/01/1990,11.6068,11.5532,3
7,1,1,12/03/2178,13/01/1990,0.5532,0.6638,1
8,2,2,13/03/2178,14/01/1990,1.6314,1.8208,2
9,3,3,14/03/2178,15/01/1990,2.0071,2.01,3
10,4,4,15/03/2178,16/01/1990,3.6068,3.9102,5
11,5,5,16/03/2178,17/01/1990,4.5532,4.5532,5
12,6,6,17/03/2178,18/01/1990,5.6314,5.5532,1
13,7,7,18/03/2178,19/01/1990,6.0071,6.5532,2
14,8,8,19/03/2178,20/01/1990,7.6068,7.5532,4
15,9,1,20/03/2178,21/01/1990,8.5532,8.5532,4
1,10,2,21/03/2178,22/01/1990,9.6314,9.5532,5
2,11,3,22/03/2178,23/01/1990,10.0071,10.5532,1
3,12,4,23/03/2178,24/01/1990,11.6068,11.5532,3
4,1,5,24/03/2178,25/01/1990,0.5532,0.6638,1
5,2,6,25/03/2178,26/01/1990,1.6314,1.8208,2
6,3,7,26/03/2178,27/01/1990,2.0071,2.01,3
7,4,8,27/03/2178,28/01/1990,3.6068,3.9102,5
8,5,1,28/03/2178,29/01/1990,4.5532,4.5532,5
9,6,2,29/03/2178,30/01/1990,5.6314,5.5532,1
10,7,3,30/03/2178,31/01/1990,6.0071,6.5532,2
11,8,4,31/03/2178,01/02/1990,7.6068,7.5532,4
12,9,5,01/04/2178,02/02/1990,8.5532,8.5532,4
13,10,6,02/04/2178,03/02/1990,9.6314,9.5532,5
14,11,7,03/04/2178,04/02/1990,10.0071,10.5532,1
15,12,8,04/04/2178,05/02/1990,11.6068,11.5532,3
1,1,1,05/04/2178,06/02/1990,0.5532,0.6638,1
2,2,2,06/04/2178,07/02/1990,1.6314,1.8208,2
3,3,3,07/04/2178,08/02/1990,2.0071,2.01,3
4,4,4,08/04/2178,09/02/1990,3.6068,3.9102,5
5,5,5,09/04/2178,10/02/1990,4.5532,4.5532,5
6,6,6,10/04/2178,11/02/1990,5.6314,5.5532,1
7,7,7,11/04/2178,12/02/1990,6.0071,6.5532,2
8,8,8,12/04/2178,13/02/1990,7.6068,7.5532,4
9,9,1,13/04/2178,14/02/1990,8.5532,8.5532,4
10,10,2,14/04/2178,15/02/1990,9.6314,9.5532,5
11,11,3,15/04/2178,16/02/1990,10.0071,10.5532,1
12,12,4,16/04/2178,17/02/1990,11.6068,11.5532,3
13,1,5,17/04/2178,18/02/1990,0.5532,0.6638,1
14,2,6,18/04/2178,19/02/1990,1.6314,1.8208,2
15,3,7,19/04/2178,20/02/1990,2.0071,2.01,3
1,4,8,20/04/2178,21/02/1990,3.6068,3.9102,5
2,5,1,21/04/2178,22/02/1990,4.5532,4.5532,5
3,6,2,22/04/2178,23/02/1990,5.6314,5.5532,1
4,7,3,23/04/2178,24/02/1990,6.0071,6.5532,2
5,8,4,24/04/2178,25/02/1990,7.6068,7.5532,4
6,9,5,25/04/2178,26/02/1990,8.5532,8.5532,4
7,10,6,26/04/2178,27/02/1990,9.6314,9.5532,5
8,11,7,27/04/2178,28/02/1990,10.0071,10.5532,1
9,12,8,28/04/2178,01/03/1990,11.6068,11.5532,3
10,1,1,29/04/2178,02/03/1990,0.5532,0.6638,1
11,2,2,30/04/2178,03/03/1990,1.6314,1.8208,2
12,3,3,01/05/2178,04/03/1990,2.0071,2.01,3
13,4,4,02/05/2178,05/03/1990,3.6068,3.9102,5
14,5,5,03/05/2178,06/03/1990,4.5532,4.5532,5
15,6,6,04/05/2178,07/03/1990,5.6314,5.5532,1
1,7,7,05/05/2178,08/03/1990,6.0071,6.5532,2
2,8,8,06/05/2178,09/03/1990,7.6068,7.5532,4
3,9,1,07/05/2178,10/03/1990,8.5532,8.5532,4
4,10,2,08/05/2178,11/03/1990,9.6314,9.5532,5
5,11,3,09/05/2178,12/03/1990,10.0071,10.5532,1
6,12,4,10/05/2178,13/03/1990,11.6068,11.5532,3
7,1,5,11/05/2178,14/03/1990,0.5532,0.6638,1
8,2,6,12/05/2178,15/03/1990,1.6314,1.8208,2
9,3,7,13/05/2178,16/03/1990,2.0071,2.01,3
10,4,8,14/05/2178,17/03/1990,3.6068,3.9102,5
11,5,1,15/05/2178,18/03/1990,4.5532,4.5532,5
12,6,2,16/05/2178,19/03/1990,5.6314,5.5532,1
13,7,3,17/05/2178,20/03/1990,6.0071,6.5532,2
14,8,4,18/05/2178,21/03/1990,7.6068,7.5532,4
15,9,5,19/05/2178,22/03/1990,8.5532,8.5532,4
1,10,6,20/05/2178,23/03/1990,9.6314,9.5532,5
2,11,7,21/05/2178,24/03/1990,10.0071,10.5532,1
3,12,8,22/05/2178,01/01/1990,11.6068,11.5532,3
4,1,1,23/05/2178,02/01/1990,0.5532,0.6638,1
5,2,2,24/05/2178,03/01/1990,1.6314,1.8208,2
6,3,3,25/05/2178,04/01/1990,2.0071,2.01,3
7,4,4,26/05/2178,05/01/1990,3.6068,3.9102,5
8,5,5,27/05/2178,06/01/1990,4.5532,4.5532,5
9,6,6,28/05/2178,07/01/1990,5.6314,5.5532,1
10,7,7,29/05/2178,08/01/1990,6.0071,6.5532,2
11,8,8,30/05/2178,09/01/1990,7.6068,7.5532,4
12,9,1,31/05/2178,10/01/1990,8.5532,8.5532,4
13,10,2,01/06/2178,11/01/1990,9.6314,9.5532,5
14,11,3,02/06/2178,12/01/1990,10.0071,10.5532,1
15,12,4,03/06/2178,13/01/1990,11.6068,11.5532,3
1,1,5,04/06/2178,14/01/1990,0.5532,0.6638,1
2,2,6,05/06/2178,15/01/1990,1.6314,1.8208,2
3,3,7,06/06/2178,16/01/1990,2.0071,2.01,3
4,4,8,07/06/2178,17/01/1990,3.6068,3.9102,5
5,5,1,08/06/2178,18/01/1990,4.5532,4.5532,5
6,6,2,09/06/2178,19/01/1990,5.6314,5.5532,1
7,7,3,10/06/2178,20/01/1990,6.0071,6.5532,2
8,8,4,11/06/2178,21/01/1990,7.6068,7.5532,4
9,9,5,12/06/2178,22/01/1990,8.5532,8.5532,4
10,10,6,13/06/2178,23/01/1990,9.6314,9.5532,5
11,11,7,14/06/2178,24/01/1990,10.0071,10.5532,1
12,12,8,15/06/2178,25/01/1990,11.6068,11.5532,3
13,1,1,16/06/2178,26/01/1990,0.5532,0.6638,1
14,2,2,17/06/2178,27/01/1990,1.6314,1.8208,2
15,3,3,18/06/2178,28/01/1990,2.0071,2.01,3
1,4,4,19/06/2178,29/01/1990,3.6068,3.9102,5
2,5,5,20/06/2178,30/01/1990,4.5532,4.5532,5
3,6,6,21/06/2178,31/01/1990,5.6314,5.5532,1
4,7,7,22/06/2178,01/02/1990,6.0071,6.5532,2
5,8,8,23/06/2178,02/02/1990,7.6068,7.5532,4
6,9,1,24/06/2178,03/02/1990,8.5532,8.5532,4
7,10,2,25/06/2178,04/02/1990,9.6314,9.5532,5
8,11,3,26/06/2178,05/02/1990,10.0071,10.5532,1
9,12,4,27/06/2178,06/02/1990,11.6068,11.5532,3
10,1,5,28/06/2178,07/02/1990,0.5532,0.6638,1
11,2,6,29/06/2178,08/02/1990,1.6314,1.8208,2
12,3,7,30/06/2178,09/02/1990,2.0071,2.01,3
13,4,8,01/07/2178,10/02/1990,3.6068,3.9102,5
14,5,1,02/07/2178,11/02/1990,4.5532,4.5532,5
15,6,2,03/07/2178,12/02/1990,5.6314,5.5532,1
1,7,3,04/07/2178,13/02/1990,6.0071,6.5532,2
2,8,4,05/07/2178,14/02/1990,7.6068,7.5532,4
3,9,5,06/07/2178,15/02/1990,8.5532,8.5532,4
4,10,6,07/07/2178,16/02/1990,9.6314,9.5532,5
5,11,7,08/07/2178,17/02/1990,10.0071,10.5532,1
6,12,8,09/07/2178,18/02/1990,11.6068,11.5532,3
7,1,1,10/07/2178,19/02/1990,0.5532,0.6638,1
8,2,2,11/07/2178,20/02/1990,1.6314,1.8208,2
9,3,3,12/07/2178,21/02/1990,2.0071,2.01,3
10,4,4,13/07/2178,22/02/1990,3.6068,3.9102,5
11,5,5,14/07/2178,23/02/1990,4.5532,4.5532,5
12,6,6,15/07/2178,24/02/1990,5.6314,5.5532,1
13,7,7,16/07/2178,25/02/1990,6.0071,6.5532,2
14,8,8,17/07/2178,26/02/1990,7.6068,7.5532,4
15,9,1,18/07/2178,27/02/1990,8.5532,8.5532,4
1,10,2,19/07/2178,28/02/1990,9.6314,9.5532,5
2,11,3,20/07/2178,01/03/1990,10.0071,10.5532,1
3,12,4,21/07/2178,02/03/1990,11.6068,11.5532,3
4,1,5,22/07/2178,03/03/1990,0.5532,0.6638,1
5,2,6,23/07/2178,04/03/1990,1.6314,1.8208,2
6,3,7,24/07/2178,05/03/1990,2.0071,2.01,3
7,4,8,25/07/2178,06/03/1990,3.6068,3.9102,5
8,5,1,26/07/2178,07/03/1990,4.5532,4.5532,5
9,6,2,27/07/2178,08/03/1990,5.6314,5.5532,1
10,7,3,28/07/2178,09/03/1990,6.0071,6.5532,2
11,8,4,29/07/2178,10/03/1990,7.6068,7.5532,4
12,9,5,30/07/2178,11/03/1990,8.5532,8.5532,4
13,10,6,31/07/2178,12/03/1990,9.6314,9.5532,5
14,11,7,01/08/2178,13/03/1990,10.0071,10.5532,1
15,12,8,02/08/2178,14/03/1990,11.6068,11.5532,3
1,1,1,03/08/2178,15/03/1990,0.5532,0.6638,1
2,2,2,04/08/2178,16/03/1990,1.6314,1.8208,2
3,3,3,05/08/2178,17/03/1990,2.0071,2.01,3
4,4,4,06/08/2178,18/03/1990,3.6068,3.9102,5
5,5,5,07/08/2178,19/03/1990,4.5532,4.5532,5
6,6,6,08/08/2178,20/03/1990,5.6314,5.5532,1
7,7,7,09/08/2178,21/03/1990,6.0071,6.5532,2
8,8,8,10/08/2178,22/03/1990,7.6068,7.5532,4
9,9,1,11/08/2178,23/03/1990,8.5532,8.5532,4
10,10,2,12/08/2178,24/03/1990,9.6314,9.5532,5
11,11,3,13/08/2178,01/01/1990,10.0071,10.5532,1
12,12,4,14/08/2178,02/01/1990,11.6068,11.5532,3
13,1,5,15/08/2178,03/01/1990,0.5532,0.6638,1
14,2,6,16/08/2178,04/01/1990,1.6314,1.8208,2
15,3,7,17/08/2178,05/01/1990,2.0071,2.01,3
1,4,8,18/08/2178,06/01/1990,3.6068,3.9102,5
2,5,1,19/08/2178,07/01/1990,4.5532,4.5532,5
3,6,2,20/08/2178,08/01/1990,5.6314,5.5532,1
4,7,3,21/08/2178,09/01/1990,6.0071,6.5532,2
5,8,4,22/08/2178,10/01/1990,7.6068,7.5532,4
6,9,5,23/08/2178,11/01/1990,8.5532,8.5532,4
7,10,6,24/08/2178,12/01/1990,9.6314,9.5532,5
8,11,7,25/08/2178,13/01/1990,10.0071,10.5532,1
9,12,8,26/08/2178,14/01/1990,11.6068,11.5532,3
10,1,1,27/08/2178,15/01/1990,0.5532,0.6638,1
11,2,2,28/08/2178,16/01/1990,1.6314,1.8208,2
12,3,3,29/08/2178,17/01/1990,2.0071,2.01,3
13,4,4,30/08/2178,18/01/1990,3.6068,3.9102,5
14,5,5,31/08/2178,19/01/1990,4.5532,4.5532,5
15,6,6,01/09/2178,20/01/1990,5.6314,5.5532,1
1,7,7,02/09/2178,21/01/1990,6.0071,6.5532,2
2,8,8,03/09/2178,22/01/1990,7.6068,7.5532,4
3,9,1,04/09/2178,23/01/1990,8.5532,8.5532,4
4,10,2,05/09/2178,24/01/1990,9.6314,9.5532,5
5,11,3,06/09/2178,25/01/1990,10.0071,10.5532,1
6,12,4,07/09/2178,26/01/1990,11.6068,11.5532,3
7,1,5,08/09/2178,27/01/1990,0.5532,0.6638,1
8,2,6,09/09/2178,28/01/1990,1.6314,1.8208,2
9,3,7,10/09/2178,29/01/1990,2.0071,2.01,3
10,4,8,11/09/2178,30/01/1990,3.6068,3.9102,5
11,5,1,12/09/2178,31/01/1990,4.5532,4.5532,5
12,6,2,13/09/2178,01/02/1990,5.6314,5.5532,1
13,7,3,14/09/2178,02/02/1990,6.0071,6.5532,2
14,8,4,15/09/2178,03/02/1990,7.6068,7.5532,4
15,9,5,16/09/2178,04/02/1990,8.5532,8.5532,4
1,10,6,17/09/2178,05/02/1990,9.6314,9.5532,5
2,11,7,18/09/2178,06/02/1990,10.0071,10.5532,1
3,12,8,19/09/2178,07/02/1990,11.6068,11.5532,3
4,1,1,20/09/2178,08/02/1990,0.5532,0.6638,1
5,2,2,21/09/2178,09/02/1990,1.6314,1.8208,2
6,3,3,22/09/2178,10/02/1990,2.0071,2.01,3
7,4,4,23/09/2178,11/02/1990,3.6068,3.9102,5
8,5,5,24/09/2178,12/02/1990,4.5532,4.5532,5
9,6,6,25/09/2178,13/02/1990,5.6314,5.5532,1
10,7,7,26/09/2178,14/02/1990,6.0071,6.5532,2
11,8,8,27/09/2178,15/02/1990,7.6068,7.5532,4
12,9,1,28/09/2178,16/02/1990,8.5532,8.5532,4
13,10,2,29/09/2178,17/02/1990,9.6314,9.5532,5
14,11,3,30/09/2178,18/02/1990,10.0071,10.5532,1
15,12,4,01/10/2178,19/02/1990,11.6068,11.5532,3
1,1,5,02/10/2178,20/02/1990,0.5532,0.6638,1
2,2,6,03/10/2178,21/02/1990,1.6314,1.8208,2
3,3,7,04/10/2178,22/02/1990,2.0071,2.01,3
4,4,8,05/10/2178,23/02/1990,3.6068,3.9102,5
5,5,1,06/10/2178,24/02/1990,4.5532,4.5532,5
6,6,2,07/10/2178,25/02/1990,5.6314,5.5532,1
7,7,3,08/10/2178,26/02/1990,6.0071,6.5532,2
8,8,4,09/10/2178,27/02/1990,7.6068,7.5532,4
9,9,5,10/10/2178,28/02/1990,8.5532,8.5532,4
10,10,6,11/10/2178,01/03/1990,9.6314,9.5532,5
11,11,7,12/10/2178,02/03/1990,10.0071,10.5532,1
12,12,8,13/10/2178,03/03/1990,11.6068,11.5532,3
13,1,1,14/10/2178,04/03/1990,0.5532,0.6638,1
14,2,2,15/10/2178,05/03/1990,1.6314,1.8208,2
15,3,3,16/10/2178,06/03/1990,2.0071,2.01,3
1,4,4,17/10/2178,07/03/1990,3.6068,3.9102,5
2,5,5,18/10/2178,08/03/1990,4.5532,4.5532,5
3,6,6,19/10/2178,09/03/1990,5.6314,5.5532,1
4,7,7,20/10/2178,10/03/1990,6.0071,6.5532,2
5,8,8,21/10/2178,11/03/1990,7.6068,7.5532,4
6,9,1,22/10/2178,12/03/1990,8.5532,8.5532,4
7,10,2,23/10/2178,13/03/1990,9.6314,9.5532,5
8,11,3,24/10/2178,14/03/1990,10.0071,10.5532,1
9,12,4,25/10/2178,15/03/1990,11.6068,11.5532,3
10,1,5,26/10/2178,16/03/1990,0.5532,0.6638,1
11,2,6,27/10/2178,17/03/1990,1.6314,1.8208,2
12,3,7,28/10/2178,18/03/1990,2.0071,2.01,3
13,4,8,29/10/2178,19/03/1990,3.6068,3.9102,5
14,5,1,30/10/2178,20/03/1990,4.5532,4.5532,5
15,6,2,31/10/2178,21/03/1990,5.6314,5.5532,1
1,7,3,01/11/2178,22/03/1990,6.0071,6.5532,2
2,8,4,02/11/2178,23/03/1990,7.6068,7.5532,4
3,9,5,03/11/2178,24/03/1990,8.5532,8.5532,4
4,10,6,04/11/2178,01/01/1990,9.6314,9.5532,5
5,11,7,05/11/2178,02/01/1990,10.0071,10.5532,1
6,12,8,06/11/2178,03/01/1990,11.6068,11.5532,3
7,1,1,07/11/2178,04/01/1990,0.5532,0.6638,1
8,2,2,08/11/2178,05/01/1990,1.6314,1.8208,2
9,3,3,09/11/2178,06/01/1990,2.0071,2.01,3
10,4,4,10/11/2178,07/01/1990,3.6068,3.9102,5
11,5,5,11/11/2178,08/01/1990,4.5532,4.5532,5
12,6,6,12/11/2178,09/01/1990,5.6314,5.5532,1
13,7,7,13/11/2178,10/01/1990,6.0071,6.5532,2
14,8,8,14/11/2178,11/01/1990,7.6068,7.5532,4
15,9,1,15/11/2178,12/01/1990,8.5532,8.5532,4
1,10,2,16/11/2178,13/01/1990,9.6314,9.5532,5
2,11,3,17/11/2178,14/01/1990,10.0071,10.5532,1
3,12,4,18/11/2178,15/01/1990,11.6068,11.5532,3
4,1,5,19/11/2178,16/01/1990,0.5532,0.6638,1
5,2,6,20/11/2178,17/01/1990,1.6314,1.8208,2
6,3,7,21/11/2178,18/01/1990,2.0071,2.01,3
7,4,8,22/11/2178,19/01/1990,3.6068,3.9102,5
8,5,1,23/11/2178,20/01/1990,4.5532,4.5532,5
9,6,2,24/11/2178,21/01/1990,5.6314,5.5532,1
10,7,3,25/11/2178,22/01/1990,6.0071,6.5532,2
11,8,4,26/11/2178,23/01/1990,7.6068,7.5532,4
12,9,5,27/11/2178,24/01/1990,8.5532,8.5532,4
13,10,6,28/11/2178,25/01/1990,9.6314,9.5532,5
14,11,7,29/11/2178,26/01/1990,10.0071,10.5532,1
15,12,8,30/11/2178,27/01/1990,11.6068,11.5532,3
1,1,1,01/12/2178,28/01/1990,0.5532,0.6638,1
2,2,2,02/12/2178,29/01/1990,1.6314,1.8208,2
3,3,3,03/12/2178,30/01/1990,2.0071,2.01,3
4,4,4,04/12/2178,31/01/1990,3.6068,3.9102,5
5,5,5,05/12/2178,01/02/1990,4.5532,4.5532,5
6,6,6,06/12/2178,02/02/1990,5.6314,5.5532,1
7,7,7,07/12/2178,03/02/1990,6.0071,6.5532,2
8,8,8,08/12/2178,04/02/1990,7.6068,7.5532,4
9,9,1,09/12/2178,05/02/1990,8.5532,8.5532,4
10,10,2,10/12/2178,06/02/1990,9.6314,9.5532,5
11,11,3,11/12/2178,07/02/1990,10.0071,10.5532,1
12,12,4,12/12/2178,08/02/1990,11.6068,11.5532,3
13,1,5,13/12/2178,09/02/1990,0.5532,0.6638,1
14,2,6,14/12/2178,10/02/1990,1.6314,1.8208,2
15,3,7,15/12/2178,11/02/1990,2.0071,2.01,3
1,4,8,16/12/2178,12/02/1990,3.6068,3.9102,5
2,5,1,17/12/2178,13/02/1990,4.5532,4.5532,5
3,6,2,18/12/2178,14/02/1990,5.6314,5.5532,1
4,7,3,19/12/2178,15/02/1990,6.0071,6.5532,2
5,8,4,20/12/2178,16/02/1990,7.6068,7.5532,4
6,9,5,21/12/2178,17/02/1990,8.5532,8.5532,4
7,10,6,22/12/2178,18/02/1990,9.6314,9.5532,5
8,11,7,23/12/2178,19/02/1990,10.0071,10.5532,1
9,12,8,24/12/2178,20/02/1990,11.6068,11.5532,3
10,1,1,25/12/2178,21/02/1990,0.5532,0.6638,1
11,2,2,26/12/2178,22/02/1990,1.6314,1.8208,2
12,3,3,27/12/2178,23/02/1990,2.0071,2.01,3
13,4,4,28/12/2178,24/02/1990,3.6068,3.9102,5
14,5,5,29/12/2178,25/02/1990,4.5532,4.5532,5
15,6,6,30/12/2178,26/02/1990,5.6314,5.5532,1
1,7,7,31/12/2178,27/02/1990,6.0071,6.5532,2
2,8,8,01/01/2179,28/02/1990,7.6068,7.5532,4
3,9,1,02/01/2179,01/03/1990,8.5532,8.5532,4
4,10,2,03/01/2179,02/03/1990,9.6314,9.5532,5
5,11,3,04/01/2179,03/03/1990,10.0071,10.5532,1
6,12,4,05/01/2179,04/03/1990,11.6068,11.5532,3
7,1,5,06/01/2179,05/03/1990,0.5532,0.6638,1
8,2,6,07/01/2179,06/03/1990,1.6314,1.8208,2
9,3,7,08/01/2179,07/03/1990,2.0071,2.01,3
10,4,8,09/01/2179,08/03/1990,3.6068,3.9102,5
11,5,1,10/01/2179,09/03/1990,4.5532,4.5532,5
12,6,2,11/01/2179,10/03/1990,5.6314,5.5532,1
13,7,3,12/01/2179,11/03/1990,6.0071,6.5532,2
14,8,4,13/01/2179,12/03/1990,7.6068,7.5532,4
15,9,5,14/01/2179,13/03/1990,8.5532,8.5532,4
1,10,6,15/01/2179,14/03/1990,9.6314,9.5532,5
2,11,7,16/01/2179,15/03/1990,10.0071,10.5532,1
3,12,8,17/01/2179,16/03/1990,11.6068,11.5532,3
4,1,1,18/01/2179,17/03/1990,0.5532,0.6638,1
5,2,2,19/01/2179,18/03/1990,1.6314,1.8208,2
6,3,3,20/01/2179,19/03/1990,2.0071,2.01,3
7,4,4,21/01/2179,20/03/1990,3.6068,3.9102,5
8,5,5,22/01/2179,21/03/1990,4.5532,4.5532,5
9,6,6,23/01/2179,22/03/1990,5.6314,5.5532,1
10,7,7,24/01/2179,23/03/1990,6.0071,6.5532,2
11,8,8,25/01/2179,24/03/1990,7.6068,7.5532,4
12,9,1,26/01/2179,01/01/1990,8.5532,8.5532,4
13,10,2,27/01/2179,02/01/1990,9.6314,9.5532,5
14,11,3,28/01/2179,03/01/1990,10.0071,10.5532,1
15,12,4,29/01/2179,04/01/1990,11.6068,11.5532,3
1,1,5,30/01/2179,05/01/1990,0.5532,0.6638,1
2,2,6,31/01/2179,06/01/1990,1.6314,1.8208,2
3,3,7,01/02/2179,07/01/1990,2.0071,2.01,3
4,4,8,02/02/2179,08/01/1990,3.6068,3.9102,5
5,5,1,03/02/2179,09/01/1990,4.5532,4.5532,5
6,6,2,04/02/2179,10/01/1990,5.6314,5.5532,1
7,7,3,05/02/2179,11/01/1990,6.0071,6.5532,2
8,8,4,06/02/2179,12/01/1990,7.6068,7.5532,4
9,9,5,07/02/2179,13/01/1990,8.5532,8.5532,4
10,10,6,08/02/2179,14/01/1990,9.6314,9.5532,5
11,11,7,09/02/2179,15/01/1990,10.0071,10.5532,1
12,12,8,10/02/2179,16/01/1990,11.6068,11.5532,3
13,1,1,11/02/2179,17/01/1990,0.5532,0.6638,1
14,2,2,12/02/2179,18/01/1990,1.6314,1.8208,2
15,3,3,13/02/2179,19/01/1990,2.0071,2.01,3
1,4,4,14/02/2179,20/01/1990,3.6068,3.9102,5
2,5,5,15/02/2179,21/01/1990,4.5532,4.5532,5
3,6,6,16/02/2179,22/01/1990,5.6314,5.5532,1
4,7,7,17/02/2179,23/01/1990,6.0071,6.5532,2
5,8,8,18/02/2179,24/01/1990,7.6068,7.5532,4
6,9,1,19/02/2179,25/01/1990,8.5532,8.5532,4
7,10,2,20/02/2179,26/01/1990,9.6314,9.5532,5
8,11,3,21/02/2179,27/01/1990,10.0071,10.5532,1
9,12,4,22/02/2179,28/01/1990,11.6068,11.5532,3
10,1,5,23/02/2179,29/01/1990,0.5532,0.6638,1
11,2,6,24/02/2179,30/01/1990,1.6314,1.8208,2
12,3,7,25/02/2179,31/01/1990,2.0071,2.01,3
13,4,8,26/02/2179,01/02/1990,3.6068,3.9102,5
14,5,1,27/02/2179,02/02/1990,4.5532,4.5532,5
15,6,2,28/02/2179,03/02/1990,5.6314,5.5532,1
1,7,3,01/03/2179,04/02/1990,6.0071,6.5532,2
2,8,4,02/03/2179,05/02/1990,7.6068,7.5532,4
3,9,5,03/03/2179,06/02/1990,8.5532,8.5532,4
4,10,6,04/03/2179,07/02/1990,9.6314,9.5532,5
5,11,7,05/03/2179,08/02/1990,10.0071,10.5532,1
6,12,8,06/03/2179,09/02/1990,11.6068,11.5532,3
7,1,1,07/03/2179,10/02/1990,0.5532,0.6638,1
8,2,2,08/03/2179,11/02/1990,1.6314,1.8208,2
9,3,3,09/03/2179,12/02/1990,2.0071,2.01,3
10,4,4,10/03/2179,13/02/1990,3.6068,3.9102,5
11,5,5,11/03/2179,14/02/1990,4.5532,4.5532,5
12,6,6,12/03/2179,15/02/1990,5.6314,5.5532,1
13,7,7,13/03/2179,16/02/1990,6.0071,6.5532,2
14,8,8,14/03/2179,17/02/1990,7.6068,7.5532,4
15,9,1,15/03/2179,18/02/1990,8.5532,8.5532,4
1,10,2,16/03/2179,19/02/1990,9.6314,9.5532,5
2,11,3,17/03/2179,20/02/1990,10.0071,10.5532,1
3,12,4,18/03/2179,21/02/1990,11.6068,11.5532,3
4,1,5,19/03/2179,22/02/1990,0.5532,0.6638,1
5,2,6,20/03/2179,23/02/1990,1.6314,1.8208,2
6,3,7,21/03/2179,24/02/1990,2.0071,2.01,3
7,4,8,22/03/2179,25/02/1990,3.6068,3.9102,5
8,5,1,23/03/2179,26/02/1990,4.5532,4.5532,5
9,6,2,24/03/2179,27/02/1990,5.6314,5.5532,1
10,7,3,25/03/2179,28/02/1990,6.0071,6.5532,2
11,8,4,26/03/2179,01/03/1990,7.6068,7.5532,4
12,9,5,27/03/2179,02/03/1990,8.5532,8.5532,4
13,10,6,28/03/2179,03/03/1990,9.6314,9.5532,5
14,11,7,29/03/2179,04/03/1990,10.0071,10.5532,1
15,12,8,30/03/2179,05/03/1990,11.6068,11.5532,3
1,1,1,31/03/2179,06/03/1990,0.5532,0.6638,1
2,2,2,01/04/2179,07/03/1990,1.6314,1.8208,2
3,3,3,02/04/2179,08/03/1990,2.0071,2.01,3
4,4,4,03/04/2179,09/03/1990,3.6068,3.9102,5
5,5,5,04/04/2179,10/03/1990,4.5532,4.5532,5
6,6,6,05/04/2179,11/03/1990,5.6314,5.5532,1
7,7,7,06/04/2179,12/03/1990,6.0071,6.5532,2
8,8,8,07/04/2179,13/03/1990,7.6068,7.5532,4
9,9,1,08/04/2179,14/03/1990,8.5532,8.5532,4
10,10,2,09/04/2179,15/03/1990,9.6314,9.5532,5
11,11,3,10/04/2179,16/03/1990,10.0071,10.5532,1
12,12,4,11/04/2179,17/03/1990,11.6068,11.5532,3
13,1,5,12/04/2179,18/03/1990,0.5532,0.6638,1
14,2,6,13/04/2179,19/03/1990,1.6314,1.8208,2
15,3,7,14/04/2179,20/03/1990,2.0071,2.01,3
1,4,8,15/04/2179,21/03/1990,3.6068,3.9102,5
2,5,1,16/04/2179,22/03/1990,4.5532,4.5532,5
3,6,2,17/04/2179,23/03/1990,5.6314,5.5532,1
4,7,3,18/04/2179,24/03/1990,6.0071,6.5532,2
5,8,4,19/04/2179,01/01/1990,7.6068,7.5532,4
6,9,5,20/04/2179,02/01/1990,8.5532,8.5532,4
7,10,6,21/04/2179,03/01/1990,9.6314,9.5532,5
8,11,7,22/04/2179,04/01/1990,10.0071,10.5532,1
9,12,8,23/04/2179,05/01/1990,11.6068,11.5532,3
10,1,1,24/04/2179,06/01/1990,0.5532,0.6638,1
11,2,2,25/04/2179,07/01/1990,1.6314,1.8208,2
12,3,3,26/04/2179,08/01/1990,2.0071,2.01,3
13,4,4,27/04/2179,09/01/1990,3.6068,3.9102,5
14,5,5,28/04/2179,10/01/1990,4.5532,4.5532,5
15,6,6,29/04/2179,11/01/1990,5.6314,5.5532,1
1,7,7,30/04/2179,12/01/1990,6.0071,6.5532,2
2,8,8,01/05/2179,13/01/1990,7.6068,7.5532,4
3,9,1,02/05/2179,14/01/1990,8.5532,8.5532,4
4,10,2,03/05/2179,15/01/1990,9.6314,9.5532,5
5,11,3,04/05/2179,16/01/1990,10.0071,10.5532,1
6,12,4,05/05/2179,17/01/1990,11.6068,11.5532,3
7,1,5,06/05/2179,18/01/1990,0.5532,0.6638,1
8,2,6,07/05/2179,19/01/1990,1.6314,1.8208,2
9,3,7,08/05/2179,20/01/1990,2.0071,2.01,3
10,4,8,09/05/2179,21/01/1990,3.6068,3.9102,5
11,5,1,10/05/2179,22/01/1990,4.5532,4.5532,5
12,6,2,11/05/2179,23/01/1990,5.6314,5.5532,1
13,7,3,12/05/2179,24/01/1990,6.0071,6.5532,2
14,8,4,13/05/2179,25/01/1990,7.6068,7.5532,4
15,9,5,14/05/2179,26/01/1990,8.5532,8.5532,4
1,10,6,15/05/2179,27/01/1990,9.6314,9.5532,5
2,11,7,16/05/2179,28/01/1990,10.0071,10.5532,1
3,12,8,17/05/2179,29/01/1990,11.6068,11.5532,3
4,1,1,18/05/2179,30/01/1990,0.5532,0.6638,1
5,2,2,19/05/2179,31/01/1990,1.6314,1.8208,2
